X,feature_types,gene_id,is_gene_coding
GSTM3,GEX,ENSG00000134202,1
CSF1,GEX,ENSG00000184371,1
AHCYL1,GEX,ENSG00000168710,1
STRIP1,GEX,ENSG00000143093,1
KCNC4,GEX,ENSG00000116396,1
RBM15-AS1,GEX,ENSG00000227963,0
RBM15,GEX,ENSG00000162775,1
LAMTOR5-AS1,GEX,ENSG00000224699,0
SLC16A4,GEX,ENSG00000168679,1
AL355488.1,GEX,ENSG00000273373,0
LAMTOR5,GEX,ENSG00000134248,1
AL365361.1,GEX,ENSG00000259834,0
KCNA3,GEX,ENSG00000177272,1
CD53,GEX,ENSG00000143119,1
LRIF1,GEX,ENSG00000121931,1
DRAM2,GEX,ENSG00000156171,1
CEPT1,GEX,ENSG00000134255,1
AL355816.2,GEX,ENSG00000273221,0
DENND2D,GEX,ENSG00000162777,1
CHI3L2,GEX,ENSG00000064886,1
WDR77,GEX,ENSG00000116455,1
ATP5PB,GEX,ENSG00000116459,1
C1orf162,GEX,ENSG00000143110,1
RAP1A,GEX,ENSG00000116473,1
INKA2,GEX,ENSG00000197852,1
DDX20,GEX,ENSG00000064703,1
CTTNBP2NL,GEX,ENSG00000143079,1
WNT2B,GEX,ENSG00000134245,1
ST7L,GEX,ENSG00000007341,1
CAPZA1,GEX,ENSG00000116489,1
MOV10,GEX,ENSG00000155363,1
RHOC,GEX,ENSG00000155366,1
SLC16A1,GEX,ENSG00000155380,1
SLC16A1-AS1,GEX,ENSG00000226419,0
LRIG2-DT,GEX,ENSG00000238198,0
LRIG2,GEX,ENSG00000198799,1
MAGI3,GEX,ENSG00000081026,1
PHTF1,GEX,ENSG00000116793,1
RSBN1,GEX,ENSG00000081019,1
AL137856.1,GEX,ENSG00000231128,0
PTPN22,GEX,ENSG00000134242,1
AP4B1-AS1,GEX,ENSG00000226167,0
AP4B1,GEX,ENSG00000134262,1
DCLRE1B,GEX,ENSG00000118655,1
HIPK1-AS1,GEX,ENSG00000235527,0
HIPK1,GEX,ENSG00000163349,1
TRIM33,GEX,ENSG00000197323,1
BCAS2,GEX,ENSG00000116752,1
DENND2C,GEX,ENSG00000175984,1
NRAS,GEX,ENSG00000213281,1
CSDE1,GEX,ENSG00000009307,1
SIKE1,GEX,ENSG00000052723,1
TSPAN2,GEX,ENSG00000134198,1
VANGL1,GEX,ENSG00000173218,1
SLC22A15,GEX,ENSG00000163393,1
ATP1A1,GEX,ENSG00000163399,1
ATP1A1-AS1,GEX,ENSG00000203865,0
LINC01762,GEX,ENSG00000233154,0
AL390066.1,GEX,ENSG00000224950,0
CD58,GEX,ENSG00000116815,1
CD2,GEX,ENSG00000116824,1
CD101,GEX,ENSG00000134256,1
TTF2,GEX,ENSG00000116830,1
MAN1A2,GEX,ENSG00000198162,1
TENT5C,GEX,ENSG00000183508,1
GDAP2,GEX,ENSG00000196505,1
WDR3,GEX,ENSG00000065183,1
SPAG17,GEX,ENSG00000155761,1
WARS2,GEX,ENSG00000116874,1
WARS2-AS1,GEX,ENSG00000231365,0
AL359915.1,GEX,ENSG00000227712,0
ZNF697,GEX,ENSG00000143067,1
PHGDH,GEX,ENSG00000092621,1
NOTCH2,GEX,ENSG00000134250,1
SEC22B,GEX,ENSG00000265808,1
NBPF26,GEX,ENSG00000273136,1
AC253572.2,GEX,ENSG00000287979,0
LINC00623,GEX,ENSG00000226067,0
SRGAP2C,GEX,ENSG00000171943,1
LINC02798,GEX,ENSG00000227082,0
LINC02591,GEX,ENSG00000263590,0
NBPF15,GEX,ENSG00000266338,1
SRGAP2B,GEX,ENSG00000196369,1
AC245014.3,GEX,ENSG00000276216,0
NBPF20,GEX,ENSG00000162825,1
GPR89A,GEX,ENSG00000117262,1
CD160,GEX,ENSG00000117281,1
RNF115,GEX,ENSG00000265491,1
POLR3C,GEX,ENSG00000186141,1
PIAS3,GEX,ENSG00000131788,1
PEX11B,GEX,ENSG00000131779,1
RBM8A,GEX,ENSG00000265241,1
LIX1L-AS1,GEX,ENSG00000234222,0
LIX1L,GEX,ENSG00000271601,1
POLR3GL,GEX,ENSG00000121851,1
TXNIP,GEX,ENSG00000265972,1
AC239799.2,GEX,ENSG00000287190,0
NBPF10,GEX,ENSG00000271425,1
NOTCH2NLA,GEX,ENSG00000264343,1
AC245407.2,GEX,ENSG00000287978,0
NBPF12,GEX,ENSG00000268043,1
PRKAB2,GEX,ENSG00000131791,1
AC242426.2,GEX,ENSG00000237188,0
FMO5,GEX,ENSG00000131781,1
CHD1L,GEX,ENSG00000131778,1
LINC00624,GEX,ENSG00000278811,0
BCL9,GEX,ENSG00000116128,1
ACP6,GEX,ENSG00000162836,1
GPR89B,GEX,ENSG00000188092,1
NBPF11,GEX,ENSG00000263956,1
LINC01138,GEX,ENSG00000274020,0
NBPF14,GEX,ENSG00000270629,1
PDE4DIP,GEX,ENSG00000178104,1
NBPF9,GEX,ENSG00000269713,1
AC245297.3,GEX,ENSG00000274265,0
NOTCH2NLC,GEX,ENSG00000286219,1
NBPF19,GEX,ENSG00000271383,1
AC242842.1,GEX,ENSG00000275557,0
HIST2H2BF,GEX,ENSG00000203814,1
HIST2H2AA4,GEX,ENSG00000272196,0
HIST2H4B,GEX,ENSG00000270276,1
HIST2H2BE,GEX,ENSG00000184678,1
HIST2H2AC,GEX,ENSG00000184260,1
HIST2H2AB,GEX,ENSG00000184270,1
BOLA1,GEX,ENSG00000178096,1
SV2A,GEX,ENSG00000159164,1
SF3B4,GEX,ENSG00000143368,1
MTMR11,GEX,ENSG00000014914,1
OTUD7B,GEX,ENSG00000264522,1
AC244033.2,GEX,ENSG00000285184,0
VPS45,GEX,ENSG00000136631,1
PLEKHO1,GEX,ENSG00000023902,1
AC242988.2,GEX,ENSG00000285554,0
ANP32E,GEX,ENSG00000143401,1
APH1A,GEX,ENSG00000117362,1
C1orf54,GEX,ENSG00000118292,1
MRPS21,GEX,ENSG00000266472,1
PRPF3,GEX,ENSG00000117360,1
RPRD2,GEX,ENSG00000163125,1
TARS2,GEX,ENSG00000143374,1
AL356356.1,GEX,ENSG00000237781,0
ADAMTSL4,GEX,ENSG00000143382,1
ADAMTSL4-AS1,GEX,ENSG00000203804,0
MCL1,GEX,ENSG00000143384,1
ENSA,GEX,ENSG00000143420,1
GOLPH3L,GEX,ENSG00000143457,1
HORMAD1,GEX,ENSG00000143452,1
CTSS,GEX,ENSG00000163131,1
CTSK,GEX,ENSG00000143387,1
ARNT,GEX,ENSG00000143437,1
SETDB1,GEX,ENSG00000143379,1
CERS2,GEX,ENSG00000143418,1
MINDY1,GEX,ENSG00000143409,1
PRUNE1,GEX,ENSG00000143363,1
C1orf56,GEX,ENSG00000143443,1
CDC42SE1,GEX,ENSG00000197622,1
MLLT11,GEX,ENSG00000213190,1
GABPB2,GEX,ENSG00000143458,1
SEMA6C,GEX,ENSG00000143434,1
SCNM1,GEX,ENSG00000163156,1
VPS72,GEX,ENSG00000163159,1
PIP5K1A,GEX,ENSG00000143398,1
PSMD4,GEX,ENSG00000159352,1
ZNF687,GEX,ENSG00000143373,1
PI4KB,GEX,ENSG00000143393,1
RFX5,GEX,ENSG00000143390,1
SELENBP1,GEX,ENSG00000143416,1
PSMB4,GEX,ENSG00000159377,1
POGZ,GEX,ENSG00000143442,1
SNX27,GEX,ENSG00000143376,1
MRPL9,GEX,ENSG00000143436,1
TDRKH,GEX,ENSG00000182134,1
C2CD4D-AS1,GEX,ENSG00000234614,0
THEM4,GEX,ENSG00000159445,1
S100A10,GEX,ENSG00000197747,1
AL450992.1,GEX,ENSG00000229021,0
S100A11,GEX,ENSG00000163191,1
FLG-AS1,GEX,ENSG00000237975,0
S100A9,GEX,ENSG00000163220,1
S100A8,GEX,ENSG00000143546,1
S100A6,GEX,ENSG00000197956,1
S100A4,GEX,ENSG00000196154,1
S100A13,GEX,ENSG00000189171,1
AL162258.2,GEX,ENSG00000272030,0
CHTOP,GEX,ENSG00000160679,1
SNAPIN,GEX,ENSG00000143553,1
ILF2,GEX,ENSG00000143621,1
INTS3,GEX,ENSG00000143624,1
SLC27A3,GEX,ENSG00000143554,1
GATAD2B,GEX,ENSG00000143614,1
AL358472.5,GEX,ENSG00000284738,0
DENND4B,GEX,ENSG00000198837,1
CRTC2,GEX,ENSG00000160741,1
SLC39A1,GEX,ENSG00000143570,1
CREB3L4,GEX,ENSG00000143578,1
JTB,GEX,ENSG00000143543,1
RPS27,GEX,ENSG00000177954,1
NUP210L,GEX,ENSG00000143552,1
TPM3,GEX,ENSG00000143549,1
C1orf43,GEX,ENSG00000143612,1
UBAP2L,GEX,ENSG00000143569,1
HAX1,GEX,ENSG00000143575,1
ATP8B2,GEX,ENSG00000143515,1
IL6R,GEX,ENSG00000160712,1
UBE2Q1,GEX,ENSG00000160714,1
ADAR,GEX,ENSG00000160710,1
KCNN3,GEX,ENSG00000143603,1
PMVK,GEX,ENSG00000163344,1
PBXIP1,GEX,ENSG00000163346,1
PYGO2,GEX,ENSG00000163348,1
SHC1,GEX,ENSG00000160691,1
CKS1B,GEX,ENSG00000173207,1
FLAD1,GEX,ENSG00000160688,1
ZBTB7B,GEX,ENSG00000160685,1
ADAM15,GEX,ENSG00000143537,1
SLC50A1,GEX,ENSG00000169241,1
DPM3,GEX,ENSG00000179085,1
KRTCAP2,GEX,ENSG00000163463,1
TRIM46,GEX,ENSG00000163462,1
MUC1,GEX,ENSG00000185499,1
THBS3,GEX,ENSG00000169231,1
MTX1,GEX,ENSG00000173171,1
GBA,GEX,ENSG00000177628,1
FAM189B,GEX,ENSG00000160767,1
SCAMP3,GEX,ENSG00000116521,1
CLK2,GEX,ENSG00000176444,1
PKLR,GEX,ENSG00000143627,1
FDPS,GEX,ENSG00000160752,1
RUSC1,GEX,ENSG00000160753,1
ASH1L,GEX,ENSG00000116539,1
ASH1L-AS1,GEX,ENSG00000235919,0
MSTO1,GEX,ENSG00000125459,1
AL353807.5,GEX,ENSG00000287839,0
YY1AP1,GEX,ENSG00000163374,1
DAP3,GEX,ENSG00000132676,1
GON4L,GEX,ENSG00000116580,1
SYT11,GEX,ENSG00000132718,1
RIT1,GEX,ENSG00000143622,1
KHDC4,GEX,ENSG00000132680,1
ARHGEF2,GEX,ENSG00000116584,1
SSR2,GEX,ENSG00000163479,1
UBQLN4,GEX,ENSG00000160803,1
LAMTOR2,GEX,ENSG00000116586,1
LMNA,GEX,ENSG00000160789,1
SEMA4A,GEX,ENSG00000196189,1
SLC25A44,GEX,ENSG00000160785,1
PMF1,GEX,ENSG00000160783,1
SMG5,GEX,ENSG00000198952,1
TMEM79,GEX,ENSG00000163472,1
CCT3,GEX,ENSG00000163468,1
C1orf61,GEX,ENSG00000125462,0
MEF2D,GEX,ENSG00000116604,1
IQGAP3,GEX,ENSG00000183856,1
GPATCH4,GEX,ENSG00000160818,1
ISG20L2,GEX,ENSG00000143319,1
RRNAD1,GEX,ENSG00000143303,1
MRPL24,GEX,ENSG00000143314,1
HDGF,GEX,ENSG00000143321,1
PRCC,GEX,ENSG00000143294,1
SH2D2A,GEX,ENSG00000027869,1
ARHGEF11,GEX,ENSG00000132694,1
ETV3,GEX,ENSG00000117036,1
LINC02772,GEX,ENSG00000271736,0
FCRL5,GEX,ENSG00000143297,1
FCRL3,GEX,ENSG00000160856,1
FCRL2,GEX,ENSG00000132704,1
FCRL1,GEX,ENSG00000163534,1
CD1D,GEX,ENSG00000158473,1
SPTA1,GEX,ENSG00000163554,1
MNDA,GEX,ENSG00000163563,1
PYHIN1,GEX,ENSG00000163564,1
IFI16,GEX,ENSG00000163565,1
AIM2,GEX,ENSG00000163568,1
FCRL6,GEX,ENSG00000181036,1
TAGLN2,GEX,ENSG00000158710,1
LINC01133,GEX,ENSG00000224259,0
PIGM,GEX,ENSG00000143315,1
IGSF8,GEX,ENSG00000162729,1
DCAF8,GEX,ENSG00000132716,1
PEX19,GEX,ENSG00000162735,1
COPA,GEX,ENSG00000122218,1
NCSTN,GEX,ENSG00000162736,1
SLAMF6,GEX,ENSG00000162739,1
CD84,GEX,ENSG00000066294,1
SLAMF1,GEX,ENSG00000117090,1
AL121985.1,GEX,ENSG00000228863,0
CD48,GEX,ENSG00000117091,1
SLAMF7,GEX,ENSG00000026751,1
LY9,GEX,ENSG00000122224,1
CD244,GEX,ENSG00000122223,1
F11R,GEX,ENSG00000158769,1
TSTD1,GEX,ENSG00000215845,1
USF1,GEX,ENSG00000158773,1
ARHGAP30,GEX,ENSG00000186517,1
PFDN2,GEX,ENSG00000143256,1
NIT1,GEX,ENSG00000158793,1
DEDD,GEX,ENSG00000158796,1
UFC1,GEX,ENSG00000143222,1
USP21,GEX,ENSG00000143258,1
PPOX,GEX,ENSG00000143224,1
B4GALT3,GEX,ENSG00000158850,1
NDUFS2,GEX,ENSG00000158864,1
FCER1G,GEX,ENSG00000158869,1
TOMM40L,GEX,ENSG00000158882,1
SDHC,GEX,ENSG00000143252,1
AL592295.4,GEX,ENSG00000283696,0
AL592295.5,GEX,ENSG00000288093,0
FCGR2A,GEX,ENSG00000143226,1
FCGR3A,GEX,ENSG00000203747,1
FCGR2B,GEX,ENSG00000072694,1
DUSP12,GEX,ENSG00000081721,1
ATF6,GEX,ENSG00000118217,1
SH2D1B,GEX,ENSG00000198574,1
UHMK1,GEX,ENSG00000152332,1
UAP1,GEX,ENSG00000117143,1
DDR2,GEX,ENSG00000162733,1
HSD17B7,GEX,ENSG00000132196,1
RGS5,GEX,ENSG00000143248,1
NUF2,GEX,ENSG00000143228,1
PBX1,GEX,ENSG00000185630,1
MGST3,GEX,ENSG00000143198,1
ALDH9A1,GEX,ENSG00000143149,1
TMCO1,GEX,ENSG00000143183,1
UCK2,GEX,ENSG00000143179,1
POGK,GEX,ENSG00000143157,1
TADA1,GEX,ENSG00000152382,1
GPA33,GEX,ENSG00000143167,1
POU2F1,GEX,ENSG00000143190,1
CD247,GEX,ENSG00000198821,1
CREG1,GEX,ENSG00000143162,1
RCSD1,GEX,ENSG00000198771,1
MPZL1,GEX,ENSG00000197965,1
ADCY10,GEX,ENSG00000143199,1
MPC2,GEX,ENSG00000143158,1
DCAF6,GEX,ENSG00000143164,1
TIPRL,GEX,ENSG00000143155,1
SFT2D2,GEX,ENSG00000213064,1
TBX19,GEX,ENSG00000143178,1
XCL2,GEX,ENSG00000143185,1
ATP1B1,GEX,ENSG00000143153,1
NME7,GEX,ENSG00000143156,1
BLZF1,GEX,ENSG00000117475,1
SLC19A2,GEX,ENSG00000117479,1
Z99572.1,GEX,ENSG00000213062,0
F5,GEX,ENSG00000198734,1
C1orf112,GEX,ENSG00000000460,1
SELL,GEX,ENSG00000188404,1
SCYL3,GEX,ENSG00000000457,1
KIFAP3,GEX,ENSG00000075945,1
GORAB,GEX,ENSG00000120370,1
BX284613.2,GEX,ENSG00000231424,0
FMO4,GEX,ENSG00000076258,1
PRRC2C,GEX,ENSG00000117523,1
VAMP4,GEX,ENSG00000117533,1
EEF1AKNMT,GEX,ENSG00000010165,1
DNM3,GEX,ENSG00000197959,1
PIGC,GEX,ENSG00000135845,1
SUCO,GEX,ENSG00000094975,1
FASLG,GEX,ENSG00000117560,1
AL031599.1,GEX,ENSG00000224228,0
AL645568.1,GEX,ENSG00000203739,0
PRDX6,GEX,ENSG00000117592,1
KLHL20,GEX,ENSG00000076321,1
CENPL,GEX,ENSG00000120334,1
DARS2,GEX,ENSG00000117593,1
GAS5,GEX,ENSG00000234741,0
ZBTB37,GEX,ENSG00000185278,1
RC3H1,GEX,ENSG00000135870,1
RABGAP1L-DT,GEX,ENSG00000227373,0
RABGAP1L,GEX,ENSG00000152061,1
GPR52,GEX,ENSG00000203737,1
Z99127.4,GEX,ENSG00000287697,0
CACYBP,GEX,ENSG00000116161,1
MRPS14,GEX,ENSG00000120333,1
KIAA0040,GEX,ENSG00000235750,1
TNR,GEX,ENSG00000116147,1
LINC02803,GEX,ENSG00000227740,0
COP1,GEX,ENSG00000143207,1
AL591043.2,GEX,ENSG00000236021,0
RASAL2,GEX,ENSG00000075391,1
RALGPS2,GEX,ENSG00000116191,1
ANGPTL1,GEX,ENSG00000116194,1
FAM20B,GEX,ENSG00000116199,1
TOR3A,GEX,ENSG00000186283,1
ABL2,GEX,ENSG00000143322,1
SOAT1,GEX,ENSG00000057252,1
AXDND1,GEX,ENSG00000162779,1
TOR1AIP2,GEX,ENSG00000169905,1
TOR1AIP1,GEX,ENSG00000143337,1
CEP350,GEX,ENSG00000135837,1
QSOX1,GEX,ENSG00000116260,1
ACBD6,GEX,ENSG00000230124,1
XPR1,GEX,ENSG00000143324,1
AL162431.1,GEX,ENSG00000243155,0
STX6,GEX,ENSG00000135823,1
MR1,GEX,ENSG00000153029,1
IER5,GEX,ENSG00000162783,1
LINC01344,GEX,ENSG00000228918,0
GLUL,GEX,ENSG00000135821,1
RNASEL,GEX,ENSG00000135828,1
NPL,GEX,ENSG00000135838,1
DHX9,GEX,ENSG00000135829,1
LAMC1,GEX,ENSG00000135862,1
SMG7,GEX,ENSG00000116698,1
NCF2,GEX,ENSG00000116701,1
ARPC5,GEX,ENSG00000162704,1
RGL1,GEX,ENSG00000143344,1
COLGALT2,GEX,ENSG00000198756,1
TSEN15,GEX,ENSG00000198860,1
C1orf21,GEX,ENSG00000116667,1
EDEM3,GEX,ENSG00000116406,1
NIBAN1,GEX,ENSG00000135842,1
RNF2,GEX,ENSG00000121481,1
TRMT1L,GEX,ENSG00000121486,1
SWT1,GEX,ENSG00000116668,1
IVNS1ABP,GEX,ENSG00000116679,1
TPR,GEX,ENSG00000047410,1
ODR4,GEX,ENSG00000157181,1
AL096803.2,GEX,ENSG00000229739,0
PTGS2,GEX,ENSG00000073756,1
PLA2G4A,GEX,ENSG00000116711,1
ERVMER61-1,GEX,ENSG00000230426,0
RGS18,GEX,ENSG00000150681,1
AL390957.1,GEX,ENSG00000285280,0
RGS1,GEX,ENSG00000090104,1
RGS2,GEX,ENSG00000116741,1
UCHL5,GEX,ENSG00000116750,1
RO60,GEX,ENSG00000116747,1
GLRX2,GEX,ENSG00000023572,1
CDC73,GEX,ENSG00000134371,1
LINC01031,GEX,ENSG00000232077,0
AL136456.1,GEX,ENSG00000227240,0
CFH,GEX,ENSG00000000971,1
ASPM,GEX,ENSG00000066279,1
ZBTB41,GEX,ENSG00000177888,1
CRB1,GEX,ENSG00000134376,1
DENND1B,GEX,ENSG00000213047,1
NEK7,GEX,ENSG00000151414,1
AL450352.1,GEX,ENSG00000287989,0
PTPRC,GEX,ENSG00000081237,1
AL157402.2,GEX,ENSG00000261573,0
MIR181A1HG,GEX,ENSG00000229989,0
LINC00862,GEX,ENSG00000203721,0
AC104461.1,GEX,ENSG00000230623,0
ZNF281,GEX,ENSG00000162702,1
KIF14,GEX,ENSG00000118193,1
DDX59,GEX,ENSG00000118197,1
CAMSAP2,GEX,ENSG00000118200,1
KIF21B,GEX,ENSG00000116852,1
TMEM9,GEX,ENSG00000116857,1
CSRP1,GEX,ENSG00000159176,1
AC096677.1,GEX,ENSG00000224536,0
NAV1,GEX,ENSG00000134369,1
IPO9-AS1,GEX,ENSG00000231871,0
IPO9,GEX,ENSG00000198700,1
TIMM17A,GEX,ENSG00000134375,1
RNPEP,GEX,ENSG00000176393,1
ARL8A,GEX,ENSG00000143862,1
PTPN7,GEX,ENSG00000143851,1
LGR6,GEX,ENSG00000133067,1
UBE2T,GEX,ENSG00000077152,1
PPP1R12B,GEX,ENSG00000077157,1
KDM5B,GEX,ENSG00000117139,1
RABIF,GEX,ENSG00000183155,1
KLHL12,GEX,ENSG00000117153,1
ADIPOR1,GEX,ENSG00000159346,1
CYB5R1,GEX,ENSG00000159348,1
TMEM183A,GEX,ENSG00000163444,1
BTG2,GEX,ENSG00000159388,1
ATP2B4,GEX,ENSG00000058668,1
LAX1,GEX,ENSG00000122188,1
ZC3H11A,GEX,ENSG00000058673,1
SNRPE,GEX,ENSG00000182004,1
PLEKHA6,GEX,ENSG00000143850,1
AL606489.1,GEX,ENSG00000226330,0
PPP1R15B,GEX,ENSG00000158615,1
PIK3C2B,GEX,ENSG00000133056,1
MDM4,GEX,ENSG00000198625,1
AL512306.3,GEX,ENSG00000240710,0
LRRN2,GEX,ENSG00000170382,1
RBBP5,GEX,ENSG00000117222,1
DSTYK,GEX,ENSG00000133059,1
TMCC2,GEX,ENSG00000133069,1
NUAK2,GEX,ENSG00000163545,1
ELK4,GEX,ENSG00000158711,1
NUCKS1,GEX,ENSG00000069275,1
RAB29,GEX,ENSG00000117280,1
SLC41A1,GEX,ENSG00000133065,1
CTSE,GEX,ENSG00000196188,1
RHEX,GEX,ENSG00000263961,1
SRGAP2,GEX,ENSG00000266028,1
IKBKE,GEX,ENSG00000263528,1
RASSF5,GEX,ENSG00000266094,1
EIF2D,GEX,ENSG00000143486,1
DYRK3,GEX,ENSG00000143479,1
MAPKAPK2,GEX,ENSG00000162889,1
IL19,GEX,ENSG00000142224,1
FCMR,GEX,ENSG00000162894,1
PFKFB2,GEX,ENSG00000123836,1
YOD1,GEX,ENSG00000180667,1
CD55,GEX,ENSG00000196352,1
CR2,GEX,ENSG00000117322,1
CR1,GEX,ENSG00000203710,1
CR1L,GEX,ENSG00000197721,1
CD46,GEX,ENSG00000117335,1
MIR29B2CHG,GEX,ENSG00000203709,0
CD34,GEX,ENSG00000174059,1
PLXNA2,GEX,ENSG00000076356,1
HSD11B1-AS1,GEX,ENSG00000227591,0
G0S2,GEX,ENSG00000123689,1
TRAF3IP3,GEX,ENSG00000009790,1
UTP25,GEX,ENSG00000117597,1
HHAT,GEX,ENSG00000054392,1
RCOR3,GEX,ENSG00000117625,1
TRAF5,GEX,ENSG00000082512,1
LINC00467,GEX,ENSG00000153363,0
SLC30A1,GEX,ENSG00000170385,1
NEK2,GEX,ENSG00000117650,1
LPGAT1,GEX,ENSG00000123684,1
INTS7,GEX,ENSG00000143493,1
DTL,GEX,ENSG00000143476,1
PPP2R5A,GEX,ENSG00000066027,1
AL360091.3,GEX,ENSG00000234915,0
PACC1,GEX,ENSG00000065600,1
NENF,GEX,ENSG00000117691,1
ATF3,GEX,ENSG00000162772,1
NSL1,GEX,ENSG00000117697,1
TATDN3,GEX,ENSG00000203705,1
FLVCR1-DT,GEX,ENSG00000198468,0
FLVCR1,GEX,ENSG00000162769,1
ANGEL2,GEX,ENSG00000174606,1
RPS6KC1,GEX,ENSG00000136643,1
SMYD2,GEX,ENSG00000143499,1
PTPN14,GEX,ENSG00000152104,1
CENPF,GEX,ENSG00000117724,1
KCTD3,GEX,ENSG00000136636,1
GPATCH2,GEX,ENSG00000092978,1
RRP15,GEX,ENSG00000067533,1
TGFB2,GEX,ENSG00000092969,1
LYPLAL1-DT,GEX,ENSG00000228063,0
LYPLAL1,GEX,ENSG00000143353,1
EPRS,GEX,ENSG00000136628,1
BPNT1,GEX,ENSG00000162813,1
IARS2,GEX,ENSG00000067704,1
RAB3GAP2,GEX,ENSG00000118873,1
MARC1,GEX,ENSG00000186205,1
HLX-AS1,GEX,ENSG00000257551,0
DUSP10,GEX,ENSG00000143507,1
TAF1A,GEX,ENSG00000143498,1
MIA3,GEX,ENSG00000154305,1
AIDA,GEX,ENSG00000186063,1
BROX,GEX,ENSG00000162819,1
AL392172.1,GEX,ENSG00000228106,0
DISP1,GEX,ENSG00000154309,1
TLR5,GEX,ENSG00000187554,1
SUSD4,GEX,ENSG00000143502,1
CAPN2,GEX,ENSG00000162909,1
TP53BP2,GEX,ENSG00000143514,1
FBXO28,GEX,ENSG00000143756,1
DEGS1,GEX,ENSG00000143753,1
NVL,GEX,ENSG00000143748,1
CNIH4,GEX,ENSG00000143771,1
WDR26,GEX,ENSG00000162923,1
CNIH3,GEX,ENSG00000143786,1
DNAH14,GEX,ENSG00000185842,1
LBR,GEX,ENSG00000143815,1
ENAH,GEX,ENSG00000154380,1
SRP9,GEX,ENSG00000143742,1
EPHX1,GEX,ENSG00000143819,1
AL591895.1,GEX,ENSG00000242861,0
TMEM63A,GEX,ENSG00000196187,1
PYCR2,GEX,ENSG00000143811,1
SDE2,GEX,ENSG00000143751,1
AL512343.2,GEX,ENSG00000272562,0
H3F3A,GEX,ENSG00000163041,1
ACBD3,GEX,ENSG00000182827,1
LIN9,GEX,ENSG00000183814,1
PARP1,GEX,ENSG00000143799,1
ITPKB,GEX,ENSG00000143772,1
COQ8A,GEX,ENSG00000163050,1
CDC42BPA,GEX,ENSG00000143776,1
ZNF678,GEX,ENSG00000181450,1
SNAP47,GEX,ENSG00000143740,1
JMJD4,GEX,ENSG00000081692,1
ARF1,GEX,ENSG00000143761,1
C1orf35,GEX,ENSG00000143793,1
MRPL55,GEX,ENSG00000162910,1
GUK1,GEX,ENSG00000143774,1
IBA57,GEX,ENSG00000181873,1
OBSCN,GEX,ENSG00000154358,1
TRIM11,GEX,ENSG00000154370,1
RNF187,GEX,ENSG00000168159,1
RHOU,GEX,ENSG00000116574,1
RAB4A,GEX,ENSG00000168118,1
CCSAP,GEX,ENSG00000154429,1
NUP133,GEX,ENSG00000069248,1
ABCB10,GEX,ENSG00000135776,1
TAF5L,GEX,ENSG00000135801,1
URB2,GEX,ENSG00000135763,1
GALNT2,GEX,ENSG00000143641,1
COG2,GEX,ENSG00000135775,1
C1orf198,GEX,ENSG00000119280,1
AL118511.1,GEX,ENSG00000223393,0
TTC13,GEX,ENSG00000143643,1
ARV1,GEX,ENSG00000173409,1
FAM89A,GEX,ENSG00000182118,1
C1orf131,GEX,ENSG00000143633,1
GNPAT,GEX,ENSG00000116906,1
EXOC8,GEX,ENSG00000116903,1
SPRTN,GEX,ENSG00000010072,1
EGLN1,GEX,ENSG00000135766,1
TSNAX,GEX,ENSG00000116918,1
DISC1,GEX,ENSG00000162946,1
AL136171.2,GEX,ENSG00000286071,0
SIPA1L2,GEX,ENSG00000116991,1
MAP10,GEX,ENSG00000212916,1
NTPCR,GEX,ENSG00000135778,1
PCNX2,GEX,ENSG00000135749,1
MAP3K21,GEX,ENSG00000143674,1
SLC35F3,GEX,ENSG00000183780,1
COA6-AS1,GEX,ENSG00000231663,0
COA6,GEX,ENSG00000168275,1
TARBP1,GEX,ENSG00000059588,1
IRF2BP2,GEX,ENSG00000168264,1
AL391832.4,GEX,ENSG00000286263,0
AL391832.2,GEX,ENSG00000238005,0
TOMM20,GEX,ENSG00000173726,1
RBM34,GEX,ENSG00000188739,1
ARID4B,GEX,ENSG00000054267,1
GGPS1,GEX,ENSG00000152904,1
TBCE,GEX,ENSG00000285053,1
TBCE-1,GEX,ENSG00000284770,1
B3GALNT2,GEX,ENSG00000162885,1
LYST,GEX,ENSG00000143669,1
NID1,GEX,ENSG00000116962,1
GPR137B,GEX,ENSG00000077585,1
ERO1B,GEX,ENSG00000086619,1
EDARADD,GEX,ENSG00000186197,1
LGALS8,GEX,ENSG00000116977,1
AL359921.1,GEX,ENSG00000230325,0
HEATR1,GEX,ENSG00000119285,1
MTR,GEX,ENSG00000116984,1
CHRM3,GEX,ENSG00000133019,1
CHRM3-AS2,GEX,ENSG00000233355,0
GREM2,GEX,ENSG00000180875,1
RGS7,GEX,ENSG00000182901,1
FH,GEX,ENSG00000091483,1
KMO,GEX,ENSG00000117009,1
OPN3,GEX,ENSG00000054277,1
CHML,GEX,ENSG00000203668,1
WDR64,GEX,ENSG00000162843,1
EXO1,GEX,ENSG00000174371,1
PLD5,GEX,ENSG00000180287,1
CEP170,GEX,ENSG00000143702,1
SDCCAG8,GEX,ENSG00000054282,1
AKT3,GEX,ENSG00000117020,1
ZBTB18,GEX,ENSG00000179456,1
AL645465.1,GEX,ENSG00000240963,0
ADSS,GEX,ENSG00000035687,1
CATSPERE,GEX,ENSG00000179397,1
DESI2,GEX,ENSG00000121644,1
COX20,GEX,ENSG00000203667,1
